Hardware-ID;Asset-ID;Gerätename;CPU;RAM;Speicher;Monitor;Dockingstation;Garantie bis;Bemerkung
HW-0003;AS-0003;MARTIN;11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz;32 GB;12110 GB;PnP-Monitor (Standard);;;Automatisch erfasst durch Scanner PRO.
