Ticket-ID;Asset-ID;Gerätename;Titel;Kategorie;Priorität;Status;Tags;Ursache;Lösung;Knowledge-ID
TIC-2026-0002;AS-2026-0002;EAH-BIB-DR-004;Drucker druckt nicht;Drucker;Hoch;Offen;"drucker;treiber";;;
